Rk,Player,Nation,Pos,Squad,Age,Born,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Minutes_90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,2024-01-03 00:00:00,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Live,Dead,TB,Sw,TI,CK,In,Out,Str,Blocks,SCA,SCA90,PassLive,PassDead,TO,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,GA,PKA,PSxG,PSxG/SoT,PSxG+/-,/90,Att (GK),Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
34,Serge Aurier,ci CIV,"DF,MF",Nott'ham Forest,30,1992,0,0.65,0.11,16.7,0.65,0.11,0,0,16,0,0,0,0.02,0.02,0.03,-0.02,-0.02,9.3,37.4,48.2,77.7,563.2,230.9,20.5,24.2,84.9,14,16.8,83.3,1.83,4.84,37.8,0.22,0.05,0.05,0.16,0.43,3.33,0.97,0.43,5.05,0.22,0,0,0.86,0.97,0,2.37,0.97,1.51,0,0,0,5.38,3.23,2.15,60,43.8,4.41,0.11,0,3.76,0,0,0,0,0.86,1.61,1.62,1.29,0.11,0.11,0,0.22,0.22,0.22,0,0,0,0,0,2.15,0.97,1.18,0,0.54,45.5,0.75,3.12,3.87,0.11,61.1,4.19,1.4,0.32,21.4,1.18,78.6,26.8,1.08,0.11,0.97,0.86,37.3,3.12,,,,,,,,,,,,,,,,,,
35,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,25,1997,0.52,1.9,0.95,50,1.9,0.95,0.27,0.55,11.5,0,0,0,0.41,0.41,0.22,0.11,0.11,11.6,10.9,15.1,72.6,137.4,26.9,7.59,9.57,79.3,2.93,4.05,72.3,0.26,0.43,60,0.26,0.15,0.08,0.11,0.86,0.52,0.26,0,1.21,0.17,0,0,0.78,1.38,1.12,0.09,0.09,0.6,0,0,0,2.84,1.81,4.14,30.4,14.6,0.34,0.17,0.09,0,0,0,0,0,0.26,2.59,2.6,1.9,0,0.17,0.17,0.52,0.52,0.43,0,0.09,0,0,0,0.78,0.09,0.34,0.34,0.09,50,0.43,0.86,0.78,0,25.3,1.21,3.71,0.69,50,0.6,43.8,14.5,0.69,0.52,3.28,0.95,18,3.88,,,,,,,,,,,,,,,,,,
36,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,31,1991,0.14,1.7,0.67,39.6,1.7,0.67,0.08,0.21,18.2,0,0,0,0.14,0.14,0.08,0,0,28.3,24.1,32.5,74,344.6,65.6,14.7,16.9,87.2,7.53,10.1,74.7,0.85,2.61,32.4,0.25,0.15,0.1,0.1,0.88,1.52,0.92,0.35,2.23,0.32,0.04,0.04,1.63,3.32,0.25,3.43,0.57,1.27,0,0,0,5.48,1.17,2.16,35.1,31,1.48,0.14,0.18,0.35,0.78,0.21,0.28,0,1.52,2.54,2.55,1.41,0.18,0.18,0.11,0.42,0.42,0.35,0,0.04,0,0.04,0,2.3,0.81,0.99,0.49,0.74,50,1.45,2.86,0.53,0,47.7,0.85,3.36,1.84,40,2.01,43.8,29.5,2.61,0.71,3,2.83,34.2,6.11,,,,,,,,,,,,,,,,,,
37,Benoît Badiashile,fr FRA,DF,Chelsea,22,2001,0,0.4,0.07,16.7,0.4,0.07,0,0,14.1,0,0,0,0.02,0.02,0.05,-0.02,-0.02,14.9,71.5,78.7,90.8,1257.5,475.6,29.7,31.1,95.5,36.4,39.2,93,4.77,7.11,67,0.07,0.1,0.06,-0.03,0.4,3.22,0.27,0,3.09,0.2,0,0,1.14,0.4,0.07,0.13,1.21,1.01,0,0.07,0.07,5.5,1.88,1.48,56,76.3,2.42,0.07,0.13,0.4,0,0,0,0,0.4,1.54,1.55,1.21,0,0,0.13,0.2,0.2,0.2,0,0,0,0,0,1.41,0.81,0.6,0,0.6,64.3,0.47,2.62,4.43,0.13,88.7,11.9,0.74,0,0,0,0,51.3,0.2,0.07,0.4,0.27,65.5,0.2,,,,,,,,,,,,,,,,,,
38,Leon Bailey,jm JAM,"MF,FW",Aston Villa,25,1997,0.43,2.3,0.78,34,2.31,0.78,0.19,0.56,16.1,0.04,0,0,0.27,0.27,0.12,0.16,0.16,23.0,24.9,34.3,72.5,391,111.3,14.2,17,83.6,8,10.5,76,2.09,3.57,58.5,0.39,0.4,0.32,-0.01,2.26,1.65,2.22,0.3,3.57,0.22,0,0,1.13,1.13,0.48,3.26,0.39,0.3,0,0,0,4.65,0.61,1.04,36.8,32.4,1.74,0.48,0.3,0.39,1.26,0.87,0,0,1.65,4.22,4.22,3.04,0.3,0.39,0.04,0.48,0.48,0.3,0.04,0.04,0.09,0,0,0.57,0.3,0.17,0.09,0.22,25,0.74,0.96,0.26,0,45.2,0.83,5.61,2.48,47.9,2.17,42,31.2,4.43,1.78,2.22,1.78,33.2,9.83,,,,,,,,,,,,,,,,,,
39,Stefan Bajcetic,es ESP,MF,Liverpool,18,2004,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.3,23.3,33.3,70,336.7,146.7,10,10,100,13.3,20,66.7,0,0,,0,0,0,0,0,0,0,0,3.33,0,0,0,3.33,6.67,0,0,0,3.33,0,0,0,6.67,0,0,,33.3,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,10,3.33,0,10,60,0,13.3,0,0,40,0,0,0,,0,,30,0,0,0,0,30,0,,,,,,,,,,,,,,,,,,
40,George Baldock,gr GRE,DF,Sheffield Utd,30,1993,0,0.09,0,0,0.09,0,0,,22.2,0,0,0,0,0,0.02,0,0,10.8,26.9,36.8,73.3,426.1,167.6,15.6,17.7,88.5,9.26,11.5,80.6,1.67,4.81,34.6,0.09,0.07,0.06,0.02,0.65,1.67,1.02,0.37,2.87,0.37,0,0,1.76,1.3,0.09,1.67,0.93,0.93,0.09,0,0,4.07,1.2,1.2,50,31,5.56,0,0,5.37,0,0,0,0,1.67,1.48,1.49,0.93,0.28,0.19,0,0.19,0.19,0.09,0,0,0,0.09,0,1.67,0.93,0.65,0.09,0.56,40,0.56,2.59,3.06,0,46.8,6.11,0.83,0.56,54.5,0.37,36.4,22,0.83,0.37,0.83,0.83,23.9,2.22,,,,,,,,,,,,,,,,,,
41,Carlos Baleba,cm CMR,MF,Brighton,19,2004,0,1.43,0.34,23.8,1.43,0.34,0,0,24.4,0,0,0,0.05,0.05,0.04,-0.05,-0.05,14.7,48.5,52.7,92,722.3,148.6,27.3,29.2,93.7,18.2,18.9,96,1.63,2.04,80,0,0.02,0.02,-0.02,0.54,2.59,0.2,0,3.4,0.48,0,0,2.72,1.84,0,0,1.22,1.36,0,0,0,6.46,1.63,0.61,72.7,52.2,0.41,0,0.34,0,0,0,0,0,0.68,1.16,1.15,1.09,0,0,0,0.07,0.07,0.07,0,0,0,0,0,2.72,1.16,1.29,0.27,1.56,50,1.9,3.95,2.04,0.2,65.6,4.42,0.34,0.75,50,0.41,27.3,38.8,1.29,0.07,1.09,1.09,45.2,0.61,,,,,,,,,,,,,,,,,,
42,Fodé Ballo-Touré,sn SEN,"DF,MF",Fulham,26,1997,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.8,70,97.5,71.8,1252.5,280,28.8,37.5,76.7,32.5,41.3,78.8,7.5,10,75,0,0,0,0,0,3.75,0,0,0,1.25,0,0,5,2.5,0,5,3.75,2.5,0,0,0,7.5,0,2.5,0,71.3,25,0,0,22.5,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.25,3.75,0,1.25,50,1.25,8.75,2.5,0,113.8,5,1.25,3.75,50,2.5,33.3,60,6.25,1.25,0,0,62.5,5,,,,,,,,,,,,,,,,,,
43,Shandon Baptiste,gd GRN,MF,Brentford,25,1998,0.4,0.8,0.8,100,0.79,0.79,0.5,0.5,6.6,0,0,0,0.36,0.36,0.45,0.04,0.04,2.5,26.4,36,73.3,457.6,140.4,13.2,15.6,84.6,10,11.2,89.3,2.8,6,46.7,0.4,0.08,0.16,0.32,1.6,2.8,1.2,0.8,2,0.4,0,0,1.2,0,0,1.2,1.2,1.6,0,0,0,6.8,1.2,2.4,33.3,34.8,1.2,0,0,0.4,0,0,0,0,2,2,1.96,1.6,0,0.4,0,0.4,0.39,0.4,0,0,0,0,0,1.6,0.8,0.8,0,0.4,20,1.6,2.8,2.4,0,52,2.8,2.4,2.4,54.5,2,45.5,25.6,1.2,0,3.2,0,27.6,0.4,,,,,,,,,,,,,,,,,,
44,Valentín Barco,ar ARG,"DF,FW",Brighton,19,2004,0,1.18,0.59,50,1.17,0.59,0,0,24.2,0,0,0,0.06,0.06,0.05,-0.06,-0.06,3.4,52.6,68.5,76.8,737.9,254.1,35.3,38.5,91.6,13.8,18.8,73.4,2.06,6.76,30.4,0,0.06,0.12,-0.06,1.18,2.94,0.88,0,4.12,0.29,0,0,2.06,2.06,0,8.82,1.18,1.47,0,0,0,4.71,0.29,2.06,12.5,60,8.24,0.59,0.29,4.41,2.35,0.88,0.59,0.59,1.47,2.35,2.35,1.47,0.88,0,0,0,0,0,0,0,0,0,0,3.24,1.18,1.47,0.59,1.76,75,0.88,4.41,0.88,0.29,80.6,2.06,1.47,1.47,45.5,1.18,36.4,53.2,2.35,0,1.47,1.18,55.3,5.88,,,,,,,,,,,,,,,,,,
45,Ross Barkley,eng ENG,MF,Luton Town,29,1993,0.17,2.27,0.65,28.8,2.27,0.65,0.08,0.26,21.5,0.21,0,0,0.14,0.14,0.06,0.03,0.03,29.1,41.9,50.7,82.6,742.3,224.9,18.9,21,90,16.3,18.3,88.7,5.05,7.77,65,0.14,0.13,0.09,0.01,1.51,4.74,0.93,0.03,5.6,0.21,0,0,0.86,1.37,0,1.55,0.86,0.65,0,0,0,6.91,1.44,1.17,55.3,45.7,4.78,0.14,0.82,0.48,0.55,0.27,0.27,0,1.07,3.57,3.58,2.3,0.38,0.48,0.1,0.38,0.38,0.21,0.07,0.03,0.03,0.03,0,1.62,0.55,0.72,0.34,0.38,22.9,0.55,2.47,1.75,0.07,61.1,2.51,1.34,2.27,63.5,1.17,32.7,34.6,1.65,0.14,0.93,1.92,38.3,1.34,,,,,,,,,,,,,,,,,,
46,Harvey Barnes,eng ENG,"FW,MF",Newcastle Utd,25,1997,0.56,3.03,1.35,44.4,3.03,1.35,0.19,0.42,16,0,0,0,0.4,0.4,0.13,0.16,0.16,8.9,23.4,30.6,76.5,334.9,84.3,14.4,16.5,87.1,7.64,9.44,81,0.79,1.8,43.8,0.34,0.36,0.21,-0.02,1.46,1.24,1.91,0.34,3.82,0.22,0,0,0.56,2.36,0.22,1.35,0.56,0.11,0,0,0,4.83,0.45,0.9,33.3,29.4,0.9,0.11,0.22,0.45,0,0,0,0,1.46,3.26,3.25,2.02,0,0.56,0,0.67,0.67,0.45,0,0.22,0,0,0,0.67,0.34,0.22,0.11,0.11,50,0.11,1.24,0.34,0,40.4,0.56,6.74,0.79,28,1.57,56,29.9,5.06,2.58,1.35,1.8,32,8.88,,,,,,,,,,,,,,,,,,
47,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,35,1988,0,0.56,0,0,0.56,0,0,,10.8,0,0,0,0.03,0.03,0.06,-0.03,-0.03,3.6,28.6,38.3,74.6,418.3,134.4,17.2,19.4,88.6,8.61,12.5,68.9,1.67,3.89,42.9,0,0.08,0.03,-0.08,0.56,1.94,0.56,0,1.94,0.28,0,0,0.83,0.83,0.56,1.11,1.39,0.56,0,0,0,4.44,1.94,2.22,46.7,34.7,3.61,0,0.28,3.33,0,0,0,0,0.56,0.83,0.84,0.28,0,0,0,0,0,0,0,0,0,0,0,1.94,1.11,0.83,0,0.56,22.2,1.39,3.33,4.72,0,51.4,7.22,1.39,0.83,75,0.28,25,20,0.28,0,0.56,0.56,24.7,1.67,,,,,,,,,,,,,,,,,,
48,Calvin Bassey,ng NGA,DF,Fulham,23,1999,0.04,0.2,0.04,20,0.2,0.04,0.2,1,10.1,0,0,0,0.01,0.01,0.07,0.03,0.03,25.6,56.3,65.4,86,1065.5,368,18.9,20.1,94,30.7,33.4,92,5.51,9.61,57.3,0,0,0.01,0,0.04,3.13,0.08,0,2.42,0.23,0.04,0.04,0.59,0.43,0.08,0.12,1.09,1.13,0,0.04,0,6.68,1.17,0.98,54.5,61.8,3.55,0,0.47,0.12,0,0,0,0,0.78,0.59,0.59,0.51,0,0,0,0.08,0.08,0,0,0,0.08,0,0,1.91,1.29,0.59,0.04,0.82,72.4,0.82,3.01,3.28,0.16,74.3,11.9,0.35,0.43,78.6,0.08,14.3,46.1,0.59,0.08,0.47,0.31,50.4,0.16,,,,,,,,,,,,,,,,,,
49,Owen Beck,wls WAL,DF,Liverpool,20,2002,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.1,30,40,75,310,10,20,30,66.7,10,10,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,0,0,,0,20,10,0,80,0,0,0,0,10,100,40,0,0,10,0,40,10,,,,,,,,,,,,,,,,,,
50,Donny van de Beek,nl NED,DF,Manchester Utd,26,1997,0,1,0,0,30,0,0,,16.1,0,0,0,0,0,0.04,0,0,0.0,1,1,100,7,0,1,1,100,0,0,,0,0,,0,0.1,0,-0.1,1,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,4,0,2,0,,0,,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,
51,Amari'i Bell,jm JAM,DF,Luton Town,29,1994,0,0.1,0.1,100,0.1,0.1,0,0,18.8,0,0,0,0.02,0.02,0.13,-0.02,-0.02,19.1,33.8,43.7,77.2,559.2,234,17,19.5,87.1,14.1,16.5,85.7,2.3,5.65,40.7,0,0.03,0.02,-0.03,0.42,3.3,0.42,0,3.98,0,0,0,1.15,0.84,0,0.68,1.31,1.73,0,0,0,5.13,1.05,1.15,47.6,41,2.51,0.1,0.16,1.52,0,0,0,0,1.2,1.31,1.31,1.15,0,0,0.05,0.16,0.16,0.16,0,0,0,0,0,2.62,1.57,0.99,0.05,1.15,62.9,0.94,3.93,3.14,0.05,56,5.29,0.26,0.52,37,0.79,55.6,30.6,1.68,0.05,0.94,0.26,31.8,0.52,,,,,,,,,,,,,,,,,,
52,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,25,1998,0.19,1.42,0.47,33.3,1.41,0.47,0.13,0.4,16.5,0,0,0,0.15,0.15,0.1,0.04,0.04,10.6,22.7,29.6,76.8,325.7,74.2,13.6,15.2,89.4,7.17,9.25,77.6,1.32,2.74,48.3,0.09,0.09,0.08,0,1.13,1.6,0.66,0,3.68,0,0.09,0,0.94,2.26,0.19,2.83,0.75,0.94,0,0,0,3.87,0.75,2.45,23.5,28,1.42,0.09,0,0.09,0.57,0.28,0.28,0,1.04,2.83,2.81,1.89,0.19,0.57,0,0.19,0.19,0.09,0,0.09,0,0,0,1.6,0.85,0.57,0.19,0.66,46.7,1.51,2.36,1.32,0,45.1,2.36,2.83,1.6,43.6,1.6,43.6,25.3,2.83,0.47,2.36,1.79,28.5,4.62,,,,,,,,,,,,,,,,,,
53,Anis Ben Slimane,tn TUN,MF,Sheffield Utd,22,2001,0,1.7,0.64,37.5,1.72,0.64,0,0,18.2,0,0,0,0.17,0.17,0.1,-0.17,-0.17,4.7,19.6,29.6,66.2,281.3,79.4,10,14.9,67.1,7.45,9.15,81.4,0.85,1.06,80,0,0.06,0.02,-0.06,0.64,1.28,0.43,0,2.55,0.43,0,0,1.49,1.28,0.43,0,1.06,1.28,0,0,0.21,7.45,1.49,3.83,28,27.4,1.49,0.21,0,0,0,0,0,0,1.49,2.55,2.58,1.7,0.21,0.21,0.21,0,0,0,0,0,0,0,0,2.34,1.06,0.43,0.85,0.85,40,1.28,3.4,1.49,0,46,3.19,2.55,0.43,11.8,2.77,76.5,23.2,0.64,0.64,1.7,2.55,25.5,4.47,,,,,,,,,,,,,,,,,,
54,Saïd Benrahma,dz ALG,"FW,MF",West Ham,27,1995,0,2.61,0.72,27.8,2.61,0.73,0,0,19.8,0,0,0.14,0.26,0.14,0.06,-0.26,-0.14,6.9,28,37.2,75.1,374.9,73,16.8,20,84.1,8.12,11,73.7,1.16,2.17,53.3,0.14,0.2,0.12,-0.06,1.59,1.59,1.59,0.29,4.06,0.14,0,0,0.72,0.87,0.14,2.46,0.72,0.58,0,0,0,6.23,0.14,0.72,16.7,36.7,0.29,0.72,0,0,0,0,0,0,1.3,3.77,3.77,3.33,0,0.43,0,0.14,0.15,0.14,0,0,0,0,0,1.16,0.72,0.43,0,0.58,26.7,1.16,1.88,1.01,0,51.4,1.59,5.07,2.03,36.8,3.04,55.3,34.5,4.06,2.17,2.03,1.16,35.5,10.1,,,,,,,,,,,,,,,,,,
55,Rodrigo Bentancur,uy URU,MF,Tottenham,26,1997,0.09,1.61,0.36,22.2,1.61,0.36,0.06,0.25,16.3,0,0,0,0.17,0.17,0.11,-0.08,-0.08,11.2,60.2,71.4,84.3,893.8,233,34.3,38,90.1,21.8,25.2,86.5,2.59,3.66,70.7,0.09,0.04,0.1,0.04,0.71,6.16,0.98,0.09,6.43,0.63,0,0,1.79,1.52,0,0.8,1.52,1.34,0,0,0,4.82,1.25,1.96,38.9,70.2,0.89,0.36,0,0,0,0,0,0,2.32,2.77,2.78,2.32,0,0.09,0.18,0.36,0.36,0.27,0,0,0,0,0.09,2.05,0.89,0.98,0.18,0.89,41.7,0.98,3.57,1.43,0.09,83.1,3.21,2.59,0.98,52.4,0.71,38.1,51.2,1.43,0.18,1.43,1.7,65.2,2.77,,,,,,,,,,,,,,,,,,
56,Daniel Bentley,eng ENG,GK,Wolves,30,1993,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,4.3,22.3,33.5,66.7,545.8,386.3,6.98,6.98,100,8.6,8.6,100,6.51,17.7,36.8,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.47,0,100,22.8,10.7,0,0,0,0,0,0,0,0,0.23,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,35.1,27.9,0,0,,0,,15.3,0,0,0,0,17.7,0,,,,,,,,,,,,,,,,,,
57,Jóhann Berg Guðmundsson,is ISL,"MF,FW",Burnley,32,1990,0.08,1.14,0.45,40,1.13,0.45,0.07,0.17,15.6,0.08,0,0,0.14,0.14,0.12,-0.07,-0.07,13.2,30,41.2,72.8,568.6,169.2,12.4,13.9,89.1,12,15.4,78.3,4.62,9.39,49.2,0.23,0.2,0.19,0.02,2.65,2.73,1.36,0.45,4.47,0.15,0,0,0.68,1.52,0.15,5.3,1.21,0.3,0,0,0,4.24,1.06,1.59,40,35.2,5.83,0.3,0.38,0.53,2.95,1.36,0.91,0.38,1.06,3.79,3.78,2.12,1.29,0,0,0.38,0.38,0.23,0.15,0,0,0,0,0.98,0.45,0.38,0.15,0.53,43.8,1.06,2.2,1.21,0,49.7,1.89,1.97,0.38,31.3,0.53,43.8,28.1,0.98,0.15,1.52,1.14,31.8,5.23,,,,,,,,,,,,,,,,,,
58,Sander Berge,no NOR,MF,Burnley,25,1998,0.03,0.75,0.09,12,0.75,0.09,0.04,0.33,17.6,0,0,0,0.06,0.06,0.08,-0.03,-0.03,33.4,41.2,46.8,88.1,731.4,154.7,17,19.1,89.2,19.7,21.3,92.5,3.74,4.61,81.2,0.06,0.07,0.05,-0.01,0.87,3.86,0.48,0.03,4.91,0.3,0.03,0.03,1.2,0.57,0.06,0.36,0.69,1.38,0,0,0,6.05,1.92,1.44,57.1,45.8,0.93,0.21,0.3,0.03,0,0,0,0,0.42,2.01,2.01,1.89,0,0.09,0,0.24,0.24,0.21,0,0.03,0,0,0,2.28,1.05,1.08,0.15,1.02,58.6,0.87,2.96,1.8,0.06,56.5,3.98,1.23,0.6,48.8,0.48,39,32.2,1.92,0.27,0.69,0.69,36.9,0.87,,,,,,,,,,,,,,,,,,
59,Luke Berry,eng ENG,"MF,DF",Luton Town,31,1992,0.56,2.22,1.11,50,2.23,1.11,0.25,0.5,10.9,0,0,0,0.28,0.28,0.13,0.28,0.28,3.6,17.8,27.5,64.6,273.3,86.1,10.6,12.5,84.4,5,8.89,56.3,1.67,4.17,40,0.28,0.08,0.03,0.19,0.56,1.39,0,0,2.22,0.28,0,0,1.67,1.94,0,2.22,0,0.56,0,0,0,2.22,1.94,1.94,50,23.1,4.44,0,0,0.56,1.67,1.39,0.28,0,0.83,1.67,1.67,0.56,0.28,0.28,0,0.28,0.28,0,0,0.28,0,0,0,1.94,0.56,1.11,0.28,0.56,66.7,1.39,1.94,0.83,0,39.7,1.39,3.61,0.56,66.7,0,0,15.6,0.28,0,1.39,1.11,19.4,1.94,,,,,,,,,,,,,,,,,,
60,Beto,gw GNB,FW,Everton,25,1998,0.28,3.96,1.13,28.6,3.97,1.14,0.07,0.25,14.7,0,0,0.09,0.64,0.57,0.14,-0.36,-0.28,10.6,10.2,17,60,136.9,30.5,6.23,9.25,67.3,3.21,5,64.2,0.47,0.66,71.4,0,0.08,0.03,-0.08,1.04,0.66,0.57,0,1.32,0.19,0,0,1.98,1.79,0.94,0.47,0.09,0.57,0,0,0,3.4,4.43,5.28,45.6,16.9,0.09,0.09,0.09,0.09,0,0,0,0,0.57,3.02,3.03,1.79,0,0.57,0.19,0.09,0.09,0.09,0,0,0,0,0,1.32,0.09,0.57,0.66,0.38,33.3,1.04,1.42,1.32,0,35.2,1.51,6.04,1.42,42.9,1.6,48.6,17.3,1.32,1.23,4.43,2.08,23.6,5.47,,,,,,,,,,,,,,,,,,
61,Jordan Beyer,de GER,DF,Burnley,23,2000,0,0.36,0,0,0.36,0,0,,8.2,0,0,0,0.04,0.04,0.1,-0.04,-0.04,13.7,55.9,62.8,89,1038.8,274.4,19.7,21.8,90.6,30.7,32.6,94.4,4.67,6.72,69.6,0.07,0.02,0.01,0.05,0.22,2.04,0.07,0,1.82,0.44,0,0,0.8,0.44,0,0,1.17,1.46,0,0,0,4.16,2.04,1.9,51.9,61.3,1.39,0.07,0.36,0.29,0,0,0,0,0.66,0.73,0.73,0.73,0,0,0,0.07,0.07,0.07,0,0,0,0,0,2.55,1.61,0.88,0.07,1.02,58.3,0.51,3.72,4.96,0.07,74.6,11.6,0.58,0.29,57.1,0.15,28.6,45.5,0.66,0,0.36,0.07,49.5,0.07,,,,,,,,,,,,,,,,,,
62,Philip Billing,dk DEN,MF,Bournemouth,27,1996,0.13,1.94,0.52,26.7,1.93,0.52,0.07,0.25,20.6,0.45,0,0,0.16,0.16,0.08,-0.03,-0.03,15.5,26.1,34.6,75.2,389.5,115.5,15,18,83.2,7.81,9.87,79.1,2,3.61,55.4,0.13,0.21,0.14,-0.08,1.48,2.52,0.97,0.26,3.42,0.19,0.06,0,1.23,0.77,0,1.87,1.29,1.03,0,0,0,4.9,2.32,1.55,60,33.4,1.1,0,0.39,0.32,0.39,0.19,0.06,0,1.1,2.97,2.96,2.58,0.13,0.06,0,0.32,0.32,0.32,0,0,0,0,0,2.13,0.45,1.42,0.26,0.58,33.3,1.68,3.42,1.81,0.06,48.7,2.77,3.87,0.77,36.4,1.16,54.5,23.6,1.42,0.39,1.74,1.1,28.3,4.06,,,,,,,,,,,,,,,,,,
63,Yves Bissouma,ml MLI,MF,Tottenham,26,1996,0,1.04,0.22,20.8,1.04,0.22,0,0,25,0.04,0,0,0.06,0.06,0.06,-0.06,-0.06,23.0,73.4,80.1,91.7,1090.3,313.7,41.2,43.7,94.2,26.4,28.3,93.2,2.96,3.65,81,0,0.02,0.07,-0.02,0.48,6.78,0.52,0,7.35,0.43,0.09,0.04,1.52,1.35,0,0.04,1.61,2.26,0,0,0,5.57,0.61,0.65,48.3,77.7,2.22,0.13,0.17,0.13,0,0,0,0,0.83,1.91,1.91,1.52,0.09,0.13,0.17,0.13,0.13,0.13,0,0,0,0,0,3.48,1.39,1.57,0.52,1.78,67.2,1,5.09,1.87,0.13,92.1,4.22,0.83,1.17,57.4,0.52,25.5,59.4,1.87,0.3,1.43,1.3,71.3,0.57,,,,,,,,,,,,,,,,,,
64,Benicio Boaitey,eng ENG,"FW,DF",Brighton,19,2004,0,2.5,0,0,2.25,0,0,,25.2,0,0,0,0,0,0.02,0,0,0.4,32.5,50,65,470,75,20,27.5,72.7,12.5,20,62.5,0,0,,0,0.25,0.25,-0.25,2.5,0,0,0,5,2.5,0,0,5,0,2.5,0,0,0,0,0,0,5,0,0,,47.5,2.5,0,0,2.5,0,0,0,0,0,5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,5,0,75,2.5,2.5,2.5,100,0,0,47.5,2.5,2.5,5,2.5,57.5,5,,,,,,,,,,,,,,,,,,
65,Oscar Bobb,no NOR,"FW,MF",Manchester City,20,2003,0.29,1.18,0.29,25,1.19,0.3,0.25,1,11.1,0,0,0,0.41,0.41,0.35,-0.12,-0.12,3.4,45.6,52.1,87.6,604.7,140.6,29.7,31.5,94.4,12.9,15,86.3,1.18,1.18,100,0.29,0.35,0.38,-0.06,2.65,0.88,5.59,0.29,7.35,0,0,0,0.59,0.88,0,1.47,1.47,0.88,0,0,0,5,0.29,0.59,33.3,49.7,2.35,0.88,0,1.18,0.29,0,0,0,1.47,6.47,6.56,4.71,0,1.18,0,1.76,1.79,0.88,0,0.59,0,0.29,0,2.06,0.29,0.59,1.18,0.59,50,1.18,3.53,0.29,0,64.4,1.18,7.94,3.24,61.1,1.76,33.3,40.9,3.82,1.47,1.76,1.76,46.8,11.2,,,,,,,,,,,,,,,,,,
66,Jayden Bogle,eng ENG,DF,Sheffield Utd,23,2000,0.1,1.03,0.35,34.4,1.03,0.36,0.09,0.27,16.2,0,0,0,0.07,0.07,0.07,0.02,0.02,31.0,22.1,31.2,70.7,341.6,126.6,13.1,15.2,85.8,6.97,9.71,71.8,1.65,4,41.1,0,0.03,0.04,-0.03,0.32,1.45,0.65,0.16,1.94,0.29,0,0,1.23,0.71,0.13,1.29,1.03,1.16,0,0,0.03,4.48,1.61,0.9,64.1,25.9,5.29,0.03,0.1,5,0,0,0,0,1.03,1.06,1.07,0.84,0.03,0.1,0,0.03,0.03,0,0,0,0.03,0,0,2.13,1.39,0.68,0.06,1.13,50,1,3.16,3.13,0,44.3,4.68,1.77,0.81,42.4,0.84,44.1,19,1.23,0.35,1.65,0.9,21.8,2.97,,,,,,,,,,,,,,,,,,
